@RELATION data/79New.ckpt
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {7,9}

@DATA
0.060244,0.031535,3.263322,0.117660,0.139951,0.493098,0.004459,0.089896,-23.109287,0.588656,-0.813520,-0.096602,-0.332635,-0.282236,0.312926,0.180551,-0.257845,-0.241037,-0.200282,0.107731,0.015123,0.005925,0.020327,0.011338,0.017401,0.003202,0.024139,0.020731,0.004987,0.004328,0.001962,0.004240,0.000976,0.016217,0.013125,0.013284,0.040869,0.020854,0.023886,0.210456,0.002477,0.036939,0.637052,0.354647,0.422677,0.294350,0.215837,0.259002,0.279123,0.218515,0.277332,0.226054,0.244778,0.222691,0.206844,0.004873,0.014671,0.011745,0.013062,0.002341,0.028111,0.018374,0.005217,0.004801,0.001563,0.003952,0.000905,0.010888,9
0.053596,0.047680,3.145858,0.131186,0.175577,0.418562,0.003275,0.068206,-21.865129,1.946220,0.218075,0.457335,0.163988,0.241339,0.104755,0.048145,-0.023676,0.019975,-0.090721,-0.181201,-0.052298,0.052956,0.004315,0.053988,0.012337,0.017641,0.009213,0.039494,0.002065,0.003555,0.027039,0.026382,0.002675,0.024520,0.014447,0.012827,0.089430,0.018328,0.016419,0.186922,0.001096,0.027752,0.406245,0.249529,0.220458,0.156102,0.156560,0.164446,0.192118,0.168656,0.172918,0.154295,0.146834,0.158962,0.139312,0.027689,0.003350,0.022957,0.009279,0.012371,0.006553,0.018297,0.001714,0.003192,0.015794,0.013866,0.001890,0.005687,9
0.059216,0.056181,3.168712,0.133733,0.175620,0.527410,0.003025,0.082441,-21.556810,1.890654,0.351705,0.452741,0.122229,0.030084,0.150253,0.137413,-0.120124,-0.006874,-0.065975,-0.020235,-0.049873,0.014171,0.004543,0.068169,0.006959,0.019759,0.009500,0.033456,0.002820,0.005584,0.034539,0.029066,0.001968,0.023063,0.012114,0.015853,0.065880,0.016513,0.015836,0.143557,0.000905,0.016789,0.346706,0.191922,0.173263,0.142621,0.152400,0.155697,0.169156,0.171494,0.153558,0.157298,0.158685,0.154992,0.113545,0.012352,0.003297,0.029258,0.005050,0.010893,0.007108,0.016114,0.002016,0.003839,0.020298,0.014586,0.001390,0.005737,9
0.047453,0.049894,3.124733,0.122994,0.170300,0.384402,0.004119,0.059574,-22.262069,2.070515,0.453416,0.569018,0.300585,-0.037713,0.077273,0.105964,-0.075297,-0.019031,0.006863,0.007326,-0.132720,0.061880,0.001873,0.043614,0.005674,0.017828,0.004977,0.027093,0.002942,0.004323,0.044946,0.029916,0.003034,0.025288,0.018132,0.016945,0.090424,0.022042,0.018969,0.236048,0.001615,0.035507,0.485694,0.307010,0.242072,0.170196,0.164640,0.176705,0.182371,0.186214,0.146317,0.141381,0.157587,0.145436,0.149367,0.034231,0.001638,0.022245,0.004217,0.009190,0.003586,0.015157,0.003365,0.003571,0.025403,0.020693,0.002252,0.005229,9
0.042139,0.045533,3.133378,0.110474,0.161370,0.275539,0.004754,0.050295,-22.317654,2.235520,0.166102,0.490782,0.196867,0.086595,0.183728,0.178586,-0.066450,-0.030467,-0.026268,-0.048547,-0.081761,0.060132,0.003398,0.047635,0.011936,0.019923,0.009456,0.030842,0.002471,0.004072,0.031776,0.024681,0.003471,0.024988,0.012487,0.015690,0.084190,0.020922,0.021788,0.125512,0.002722,0.020535,0.376257,0.243646,0.224494,0.185168,0.182409,0.187091,0.237395,0.237937,0.201638,0.161234,0.193272,0.180793,0.136015,0.040462,0.002727,0.023917,0.013365,0.011421,0.008137,0.015636,0.003009,0.003287,0.019036,0.016573,0.002753,0.006673,9
0.043472,0.034137,3.172045,0.105966,0.155360,0.274451,0.004978,0.054855,-22.628085,2.012556,-0.098456,0.429552,0.157460,0.235341,0.190733,0.175058,-0.082255,0.019430,0.021830,-0.159296,-0.073414,0.040415,0.004462,0.043952,0.013128,0.016685,0.012611,0.033109,0.008330,0.003653,0.027203,0.020623,0.004565,0.022525,0.010116,0.016158,0.076463,0.017300,0.020553,0.107173,0.003137,0.013380,0.452949,0.289945,0.276364,0.275921,0.212256,0.253193,0.284294,0.240752,0.240514,0.202678,0.212732,0.213571,0.148881,0.029347,0.003513,0.025193,0.014205,0.010820,0.010399,0.017906,0.007494,0.003927,0.019662,0.013425,0.004703,0.008620,9
0.042020,0.034079,3.164705,0.113503,0.166645,0.229938,0.003995,0.050363,-22.498465,2.181791,-0.039267,0.454645,0.110617,0.338506,0.124020,0.142919,0.015912,-0.077552,-0.239528,-0.113231,-0.009186,0.038262,0.005388,0.048364,0.021038,0.021082,0.008630,0.045106,0.001734,0.004597,0.022125,0.023980,0.003773,0.021466,0.009880,0.012761,0.084793,0.017166,0.017530,0.082603,0.001458,0.014286,0.518907,0.227440,0.231386,0.242151,0.183543,0.193433,0.218382,0.191380,0.202121,0.172285,0.186278,0.159321,0.142612,0.024819,0.003849,0.023981,0.015301,0.011552,0.008779,0.019261,0.001531,0.004750,0.012963,0.012206,0.002540,0.004663,9
0.013844,0.041299,2.965942,0.079893,0.161015,0.033136,0.009518,0.013861,-23.926318,3.045479,0.032039,0.747602,-0.014383,0.318440,0.075062,0.243068,0.070010,0.080751,-0.020525,-0.005330,0.032569,0.010566,0.001233,0.128120,0.004700,0.028653,0.004764,0.116302,0.000400,0.001787,0.009311,0.044223,0.001893,0.048993,0.003668,0.011107,0.157829,0.020490,0.032417,0.013454,0.004019,0.003470,0.381933,0.203937,0.161623,0.160766,0.160854,0.156247,0.185076,0.140880,0.149900,0.160676,0.143779,0.147455,0.166812,0.008321,0.000999,0.051789,0.003991,0.017344,0.003414,0.059242,0.000319,0.001478,0.006821,0.022211,0.001794,0.010992,9
0.021699,0.044713,3.024694,0.088136,0.158185,0.064046,0.006070,0.021121,-22.974517,2.909836,0.174800,0.773912,-0.201249,0.238276,-0.201772,0.152998,0.104089,0.032567,-0.026834,0.089361,0.041893,0.008216,0.005990,0.099442,0.014453,0.027689,0.012887,0.075486,0.000577,0.005019,0.014167,0.042742,0.002276,0.034892,0.005239,0.010974,0.109565,0.016812,0.026981,0.023230,0.002595,0.004647,0.307493,0.184073,0.170221,0.157855,0.144363,0.144976,0.141979,0.141096,0.141305,0.165812,0.124816,0.137458,0.110940,0.004532,0.004266,0.034732,0.009668,0.013959,0.009938,0.043030,0.000391,0.003585,0.009369,0.024629,0.001637,0.008358,9
0.030592,0.042405,3.035185,0.105476,0.166782,0.129824,0.005481,0.022754,-22.926523,2.865240,0.277081,0.791377,-0.180415,0.175248,-0.181794,-0.051903,0.029476,0.204781,-0.045332,0.106524,0.062518,0.015252,0.002317,0.086149,0.011122,0.029915,0.014660,0.066800,0.001889,0.006694,0.016210,0.040602,0.002904,0.030111,0.006093,0.010972,0.105634,0.013538,0.022003,0.026732,0.001624,0.007269,0.234649,0.158200,0.153237,0.159405,0.139904,0.152627,0.139266,0.174745,0.154472,0.151774,0.136530,0.140270,0.111779,0.011231,0.001998,0.028464,0.008128,0.016891,0.010348,0.031419,0.002332,0.004305,0.008120,0.022517,0.002518,0.005896,9
0.041226,0.031196,2.996224,0.118174,0.170525,0.201803,0.005290,0.023559,-23.291994,2.735009,0.392310,0.853073,-0.189150,0.088626,-0.249841,0.027528,-0.129648,0.156066,-0.111153,0.040917,0.015872,0.015313,0.003163,0.069670,0.015819,0.029161,0.017378,0.071432,0.000686,0.007206,0.016478,0.043046,0.001735,0.028657,0.008660,0.007402,0.153486,0.010054,0.015541,0.043584,0.001559,0.008804,0.198682,0.144184,0.137560,0.155870,0.162540,0.164874,0.166634,0.159197,0.139271,0.145617,0.154189,0.145048,0.130828,0.013294,0.003395,0.027854,0.014284,0.016942,0.014420,0.031534,0.000533,0.006448,0.011091,0.020852,0.001494,0.005437,9
0.025408,0.060873,3.019058,0.091151,0.153190,0.106838,0.007032,0.018671,-22.652030,2.679006,0.165436,0.677560,-0.084787,0.311674,-0.103111,0.359907,-0.052488,0.092915,-0.012780,0.085806,0.023564,0.011508,0.003024,0.127658,0.009363,0.027048,0.006588,0.086941,0.000634,0.004015,0.012651,0.040406,0.001766,0.044919,0.005662,0.016988,0.126783,0.012807,0.021422,0.029045,0.002629,0.004693,0.201534,0.155070,0.156946,0.147039,0.154182,0.141726,0.148995,0.153427,0.159766,0.146108,0.135596,0.150569,0.123378,0.010172,0.003317,0.064760,0.006176,0.015498,0.003769,0.046052,0.000574,0.003034,0.008489,0.028043,0.001361,0.012674,9
0.028312,0.043452,3.105825,0.092228,0.155014,0.099051,0.005258,0.035186,-22.572865,2.609209,-0.102791,0.579138,-0.166623,0.232171,-0.139154,0.334456,-0.164334,-0.074077,0.100189,-0.007873,-0.009961,0.008585,0.003767,0.069374,0.011725,0.036340,0.010299,0.096157,0.001324,0.003973,0.016135,0.046232,0.002497,0.034504,0.006694,0.010624,0.114444,0.016510,0.023908,0.037750,0.001878,0.013175,0.303594,0.228923,0.141772,0.175213,0.169705,0.171387,0.151091,0.183750,0.166462,0.158255,0.155210,0.148775,0.126956,0.006826,0.002931,0.038221,0.007232,0.020457,0.008766,0.043411,0.001148,0.003223,0.011022,0.024982,0.001918,0.009039,9
0.036916,0.044486,3.193903,0.084608,0.130638,0.184887,0.004707,0.058609,-21.626593,2.056621,-0.482583,0.388825,-0.011007,0.239877,0.116991,0.228418,-0.030003,0.044165,0.118292,0.039017,-0.009631,0.016274,0.007740,0.037424,0.010667,0.019326,0.013796,0.065970,0.004517,0.005642,0.013123,0.022877,0.006604,0.020582,0.006134,0.010902,0.054366,0.013924,0.023913,0.099960,0.001264,0.013597,0.315847,0.219361,0.184061,0.189523,0.178894,0.189732,0.176963,0.171382,0.157097,0.160506,0.188981,0.145125,0.159151,0.010429,0.007702,0.021553,0.007709,0.010492,0.010365,0.030922,0.003424,0.003572,0.008225,0.014886,0.006081,0.007255,9
0.042831,0.040427,3.200518,0.089116,0.131118,0.232484,0.004305,0.064780,-21.687065,1.675367,-0.487623,0.468472,0.012555,0.264396,0.023549,0.023185,0.038782,0.044580,0.160986,0.088891,0.019187,0.012446,0.003681,0.035396,0.009104,0.024027,0.015815,0.046584,0.004783,0.008510,0.013671,0.025507,0.005532,0.018087,0.007087,0.010839,0.054632,0.011225,0.023505,0.083252,0.001209,0.012125,0.336973,0.250285,0.179914,0.176128,0.176416,0.163310,0.170795,0.159515,0.190082,0.183568,0.169856,0.165428,0.198005,0.008104,0.002517,0.015694,0.006935,0.014795,0.013974,0.020980,0.004885,0.006232,0.010923,0.019173,0.004442,0.004902,9
0.049212,0.039660,3.238788,0.097694,0.137956,0.312071,0.003721,0.075045,-21.489161,1.501090,-0.486578,0.388783,-0.086177,0.108840,-0.079920,0.065800,-0.009479,0.128995,0.216041,0.044885,0.029634,0.007957,0.004862,0.028676,0.009927,0.020876,0.015544,0.030357,0.007255,0.011870,0.011469,0.022928,0.008153,0.013460,0.005775,0.012656,0.033660,0.012418,0.023093,0.065456,0.000806,0.009434,0.363486,0.192482,0.153605,0.162084,0.170399,0.200541,0.163942,0.158829,0.150958,0.152417,0.157359,0.157971,0.156949,0.005128,0.004263,0.015302,0.006876,0.010834,0.012212,0.013538,0.006167,0.010258,0.008172,0.011417,0.008519,0.003327,9
0.045026,0.049776,3.234440,0.094590,0.136882,0.254842,0.003901,0.066708,-21.277022,1.668919,-0.450311,0.442421,-0.103371,0.121242,-0.043546,0.173515,0.048340,0.156138,0.156441,0.004024,0.020581,0.010253,0.006281,0.034768,0.011430,0.025220,0.014068,0.038436,0.004248,0.008312,0.011573,0.024184,0.009526,0.015538,0.006510,0.015624,0.036502,0.010802,0.020152,0.059758,0.000924,0.009308,0.318899,0.210624,0.159477,0.159080,0.140575,0.173212,0.158989,0.154050,0.189850,0.143960,0.142786,0.175722,0.170107,0.006630,0.004065,0.021367,0.007763,0.012380,0.011295,0.016593,0.003873,0.005734,0.007461,0.012464,0.007994,0.004564,9
0.051253,0.026580,3.229852,0.102655,0.136759,0.382854,0.003784,0.079980,-22.067512,1.508292,-0.414401,0.244793,-0.142727,0.140382,0.058058,0.121753,-0.028223,0.098030,0.116523,-0.006427,0.035694,0.013876,0.011026,0.028590,0.010103,0.020765,0.016274,0.038137,0.005411,0.009450,0.007756,0.024535,0.006728,0.015921,0.007419,0.007590,0.040359,0.012196,0.018006,0.115559,0.001199,0.016060,0.420873,0.279920,0.215410,0.245240,0.195444,0.145738,0.165362,0.143358,0.168529,0.170008,0.156454,0.159223,0.172287,0.010543,0.011384,0.015688,0.007353,0.012545,0.014224,0.025736,0.003949,0.006527,0.004075,0.014455,0.005814,0.006512,9
0.044465,0.038871,3.228578,0.089232,0.128196,0.248291,0.004132,0.068149,-21.775992,1.588385,-0.680748,0.326311,-0.083901,0.161116,0.072498,0.091788,-0.064736,0.075394,0.219824,0.051427,-0.042202,0.009664,0.009061,0.036969,0.010036,0.012242,0.017972,0.045670,0.008659,0.008363,0.007057,0.031978,0.003994,0.019529,0.005514,0.013934,0.041261,0.010094,0.021079,0.077317,0.001197,0.011010,0.367249,0.183580,0.172378,0.166314,0.178498,0.185503,0.161390,0.149313,0.162453,0.160639,0.165654,0.213692,0.176573,0.006392,0.008356,0.019908,0.007739,0.005978,0.014717,0.023382,0.011151,0.005373,0.004361,0.023083,0.002389,0.006441,9
0.087988,0.018255,3.065042,0.156086,0.170476,0.793651,0.005451,0.145633,-24.405720,1.650472,0.260004,0.546273,0.110520,0.042802,0.165549,-0.068133,0.078552,-0.034740,-0.147684,-0.113118,-0.049403,0.024248,0.004375,0.018668,0.005587,0.014499,0.016216,0.043535,0.004815,0.005822,0.014417,0.019615,0.002282,0.019240,0.030694,0.025728,0.326205,0.030891,0.018241,0.394735,0.003817,0.083770,1.149505,0.626910,0.282353,0.278725,0.281746,0.244223,0.288883,0.243422,0.328705,0.269125,0.307341,0.194591,0.198262,0.028626,0.005565,0.018508,0.006393,0.011859,0.017839,0.028901,0.010004,0.006360,0.013868,0.017966,0.001640,0.006621,9
0.089457,0.018431,3.083342,0.150373,0.167869,0.825181,0.006256,0.143013,-24.428419,1.649160,0.373797,0.397859,0.119706,0.289070,0.200511,-0.037202,-0.280968,-0.040432,-0.101518,-0.061744,0.091639,0.027467,0.002876,0.020100,0.005837,0.017044,0.023361,0.035998,0.007397,0.004836,0.015108,0.020233,0.001733,0.020435,0.039622,0.024455,0.347648,0.036065,0.022166,0.468656,0.005243,0.085624,1.015750,0.580935,0.273922,0.275601,0.228725,0.230312,0.273638,0.249368,0.324808,0.233209,0.292336,0.194466,0.205156,0.032425,0.003747,0.019371,0.005665,0.012188,0.029007,0.030512,0.010789,0.006481,0.012292,0.023663,0.001637,0.008960,9
0.098508,0.016259,3.097306,0.164378,0.177263,0.780646,0.006008,0.150987,-24.994818,2.043661,0.334162,0.598629,0.243175,0.344380,-0.146785,-0.171604,0.004465,-0.079124,-0.263495,0.061437,0.062329,0.028398,0.000800,0.026816,0.007378,0.024497,0.013612,0.030135,0.001819,0.004081,0.017326,0.024189,0.003661,0.020723,0.042323,0.018885,0.290573,0.037825,0.018710,0.481646,0.004716,0.101769,0.957006,0.552057,0.292924,0.277585,0.259284,0.250255,0.293704,0.235213,0.271099,0.268570,0.249442,0.225255,0.181105,0.030800,0.000651,0.026692,0.006663,0.018276,0.016723,0.023964,0.002107,0.004995,0.015284,0.026335,0.003364,0.008285,9
0.091272,0.015043,3.052377,0.166516,0.182043,0.732642,0.005524,0.124444,-25.160538,2.205251,0.457298,0.596062,0.240051,0.142490,-0.255267,-0.343243,0.195361,-0.013643,-0.329814,0.001976,0.150875,0.025350,0.007076,0.038042,0.010037,0.025523,0.010539,0.033559,0.001816,0.005465,0.012466,0.029748,0.002220,0.023276,0.025665,0.017626,0.318006,0.025540,0.017329,0.348141,0.003452,0.079001,0.904366,0.559927,0.231045,0.231775,0.196975,0.263124,0.237191,0.243945,0.310398,0.228989,0.236652,0.170978,0.172634,0.029403,0.013280,0.030747,0.010215,0.017683,0.011719,0.027003,0.002122,0.006527,0.010718,0.024182,0.001777,0.009024,9
0.084885,0.020294,3.041758,0.159262,0.180451,0.656369,0.005342,0.144816,-24.442832,2.645103,0.177163,0.278917,-0.148061,0.003584,-0.128717,-0.247056,-0.095569,-0.089727,-0.124619,-0.131228,0.053379,0.025287,0.002547,0.078369,0.013543,0.026050,0.019077,0.024058,0.001729,0.010298,0.010879,0.016607,0.003986,0.027135,0.035303,0.026389,0.245569,0.029544,0.015204,0.381697,0.003066,0.116613,0.903324,0.430937,0.269262,0.228819,0.194772,0.221938,0.254381,0.225837,0.224919,0.215624,0.216063,0.173307,0.183897,0.029085,0.003164,0.063113,0.013754,0.016333,0.015383,0.012933,0.002850,0.009290,0.007632,0.011364,0.003139,0.013355,9
0.038933,0.073499,3.163621,0.111135,0.169365,0.296631,0.006162,0.059854,-21.502567,2.166180,-0.067837,0.446874,0.251112,0.166634,-0.013145,0.008621,-0.055232,0.030628,0.025924,-0.048446,-0.109882,0.021315,0.007015,0.055637,0.014762,0.013163,0.006073,0.031937,0.001897,0.006819,0.023777,0.039977,0.002669,0.022604,0.021035,0.027525,0.106579,0.026301,0.017329,0.245657,0.003730,0.040357,0.741311,0.546534,0.288746,0.298507,0.206774,0.179907,0.189250,0.195471,0.149940,0.199726,0.176050,0.153374,0.159709,0.020927,0.006057,0.041175,0.012475,0.009362,0.005035,0.017690,0.002114,0.004973,0.019436,0.028361,0.002335,0.008834,9
0.080752,0.065115,3.198564,0.161289,0.184556,0.904614,0.002512,0.141375,-21.115685,1.512284,0.038452,0.141131,0.176098,0.002202,0.009457,-0.094289,0.015673,0.110008,0.065133,-0.024365,-0.081910,0.010919,0.004007,0.022365,0.009014,0.009888,0.007279,0.028704,0.003555,0.010506,0.031361,0.022070,0.010734,0.013881,0.023708,0.026516,0.077269,0.020813,0.008119,0.310094,0.001093,0.045479,0.434442,0.341546,0.247509,0.203768,0.229100,0.200887,0.212662,0.208394,0.165122,0.192066,0.159436,0.151087,0.150126,0.007069,0.002621,0.020353,0.006475,0.006730,0.005849,0.014679,0.003465,0.008644,0.024677,0.015615,0.007842,0.006385,9
0.042236,0.076872,3.214212,0.107409,0.161527,0.296312,0.004550,0.064813,-20.775739,1.669811,-0.281113,0.322262,0.091851,0.101510,-0.155364,-0.156997,-0.087280,-0.089997,-0.093288,-0.054300,-0.150308,0.027399,0.010199,0.029762,0.014118,0.014988,0.012614,0.021449,0.003121,0.011259,0.027002,0.024822,0.003353,0.017924,0.011391,0.028269,0.051957,0.013782,0.012445,0.143527,0.002558,0.020497,0.243762,0.374267,0.234892,0.195571,0.169846,0.177258,0.193979,0.185870,0.174492,0.153191,0.167981,0.172647,0.134397,0.025020,0.008763,0.021296,0.009726,0.012663,0.009708,0.014534,0.004337,0.010008,0.026573,0.018076,0.002403,0.007999,9
0.026402,0.081557,3.128018,0.096223,0.161491,0.133807,0.006720,0.031135,-21.582344,2.635318,0.084591,0.393450,0.159860,0.040755,-0.230485,-0.042576,0.068719,0.051492,-0.026099,-0.070902,-0.147470,0.036788,0.006029,0.042364,0.017927,0.016783,0.009276,0.028852,0.001563,0.008228,0.038698,0.039739,0.006475,0.022991,0.009401,0.024765,0.094388,0.014488,0.016047,0.069027,0.002967,0.013463,0.551871,0.404225,0.289864,0.262479,0.240210,0.207362,0.166931,0.177902,0.166101,0.200978,0.168847,0.169316,0.145766,0.032639,0.008536,0.024076,0.016462,0.014991,0.008669,0.017093,0.001605,0.007330,0.028884,0.020899,0.006826,0.007693,9
0.027220,0.080915,3.106711,0.097018,0.161270,0.140467,0.006919,0.029135,-21.574821,2.620769,0.059355,0.247576,0.080087,-0.004127,-0.092756,-0.022035,0.029011,0.133020,-0.033749,-0.159107,-0.199267,0.044254,0.007511,0.035529,0.016181,0.012991,0.008083,0.028270,0.002142,0.008081,0.042982,0.032177,0.007591,0.024169,0.009679,0.025097,0.114423,0.013194,0.013743,0.075125,0.003704,0.015245,0.583509,0.436042,0.389689,0.304581,0.264749,0.217476,0.154484,0.185919,0.170607,0.173901,0.168839,0.141375,0.154851,0.033517,0.011187,0.027473,0.017127,0.009504,0.006375,0.022189,0.002390,0.007569,0.037514,0.020877,0.008252,0.008114,9
0.024302,0.078139,3.141090,0.096042,0.163211,0.127509,0.006848,0.028719,-21.707261,2.656689,0.095001,0.342764,0.097672,0.151107,0.049495,-0.022109,0.069888,0.124153,-0.049673,-0.103251,-0.186984,0.043446,0.004730,0.048621,0.012998,0.013292,0.006912,0.028614,0.002675,0.006061,0.035921,0.049414,0.005695,0.025949,0.009121,0.024418,0.097886,0.014846,0.018639,0.067831,0.003411,0.013323,0.551027,0.335536,0.270506,0.234286,0.190418,0.168378,0.161567,0.180354,0.172383,0.155721,0.145017,0.145760,0.150104,0.034921,0.005639,0.035603,0.012026,0.010477,0.006029,0.017292,0.003193,0.005933,0.029166,0.028957,0.005545,0.008456,9
0.089287,0.026342,3.225931,0.131631,0.133063,0.976632,0.003500,0.170554,-22.714080,1.442798,0.044751,-0.009062,0.223085,0.009340,0.030984,-0.094684,0.021493,-0.019920,-0.035050,-0.060904,0.085121,0.011477,0.007756,0.037633,0.010538,0.017601,0.013041,0.025754,0.007091,0.008419,0.008599,0.015698,0.004784,0.017128,0.019907,0.012091,0.094965,0.016241,0.019646,0.273077,0.001547,0.033254,0.524398,0.311023,0.338345,0.195215,0.265708,0.179676,0.212452,0.212292,0.247070,0.254668,0.200203,0.256037,0.214606,0.008135,0.009679,0.024174,0.008594,0.012851,0.013660,0.028021,0.010966,0.009957,0.006523,0.013673,0.005004,0.009730,9
0.051968,0.031187,3.157483,0.105075,0.132710,0.473274,0.006402,0.078063,-23.551746,1.897613,0.698287,0.513495,0.221144,-0.217945,-0.133308,-0.223345,-0.171188,-0.215380,0.000814,-0.031931,0.054444,0.013455,0.001687,0.066136,0.022210,0.024675,0.013930,0.013924,0.000679,0.014262,0.019928,0.030780,0.004812,0.029724,0.024988,0.018428,0.108493,0.019036,0.024975,0.245728,0.003053,0.050503,0.805812,0.585155,0.277113,0.317399,0.248302,0.242246,0.227543,0.250951,0.287855,0.228672,0.252852,0.271658,0.213745,0.014262,0.001818,0.061768,0.022730,0.024556,0.015484,0.010654,0.000733,0.013306,0.022726,0.037098,0.006189,0.013780,9
0.058683,0.023789,3.170629,0.109537,0.132224,0.573175,0.005771,0.092582,-23.575215,1.727799,0.502578,0.358799,0.186218,-0.032846,-0.209906,-0.274144,-0.207023,-0.012811,0.175774,0.117925,0.041671,0.007798,0.001338,0.022449,0.023753,0.018102,0.015821,0.028942,0.002432,0.026527,0.024857,0.021615,0.004147,0.021749,0.024184,0.016028,0.102163,0.017151,0.023064,0.313556,0.003425,0.051168,0.631970,0.581903,0.338143,0.364379,0.253287,0.230213,0.261918,0.236969,0.280208,0.196478,0.222657,0.194189,0.196524,0.008741,0.001224,0.019183,0.026032,0.021250,0.018363,0.021358,0.003728,0.032700,0.024431,0.022286,0.005760,0.008719,9
0.056460,0.014840,3.166136,0.112858,0.136380,0.549247,0.005048,0.093251,-24.304576,1.812014,0.478973,0.357764,0.277022,0.080522,-0.241014,-0.289086,-0.138424,-0.128016,0.028032,0.079442,0.108370,0.009057,0.002679,0.026814,0.021866,0.018485,0.025223,0.024692,0.001538,0.019037,0.036457,0.026771,0.003852,0.024840,0.022568,0.010703,0.097207,0.016731,0.018795,0.285405,0.002568,0.051362,0.549216,0.470549,0.316634,0.300474,0.230424,0.215659,0.259349,0.239066,0.257867,0.180421,0.194326,0.191736,0.192683,0.008879,0.003066,0.022135,0.024365,0.019738,0.030712,0.017644,0.001308,0.019608,0.031401,0.024857,0.005020,0.009754,9
0.089610,0.006979,3.184838,0.132925,0.133054,1.009724,0.003197,0.163271,-24.764998,1.335297,0.502747,-0.133254,0.242231,0.066754,0.068571,-0.066107,0.001392,-0.016432,0.088035,0.092813,0.109478,0.007606,0.002790,0.047528,0.008985,0.014516,0.009353,0.043639,0.003671,0.008143,0.015237,0.022231,0.003780,0.019951,0.024076,0.002884,0.100927,0.016423,0.016557,0.290627,0.001109,0.035293,0.429872,0.354859,0.279404,0.294774,0.214927,0.202818,0.230943,0.250696,0.190636,0.187607,0.204665,0.216676,0.191128,0.005289,0.002483,0.040043,0.007452,0.011123,0.007283,0.031906,0.003752,0.008447,0.013527,0.016300,0.003525,0.011683,9
0.096603,0.005814,3.223562,0.137284,0.133731,1.045842,0.002960,0.168523,-24.968627,1.186637,0.445317,-0.068958,0.281715,0.060760,-0.044599,-0.099694,0.014525,-0.103726,0.077049,0.102025,0.146163,0.007752,0.002348,0.039782,0.010444,0.012721,0.010043,0.024231,0.004042,0.009850,0.012682,0.017236,0.006116,0.014999,0.025240,0.002589,0.079671,0.017478,0.016514,0.281932,0.000952,0.030774,0.579719,0.423022,0.284718,0.300550,0.198237,0.208923,0.254972,0.240475,0.249345,0.237372,0.253482,0.201765,0.263749,0.007391,0.002105,0.034487,0.009031,0.009425,0.009898,0.025602,0.004262,0.009520,0.009761,0.010470,0.005262,0.010026,9
